user_id,amount,category,merchant,country,timestamp
USR_1015,2392.55,Procurement,Express_Shipping,USA,2026-03-18 01:57:00
USR_1052,2614.22,IT Services,Express_Shipping,Singapore,2026-03-05 12:14:00
USR_1034,1553.14,Logistics,Global_Corp,Brazil,2026-02-26 09:13:00
USR_1030,2385.59,Procurement,Express_Shipping,UK,2026-01-08 00:23:00
USR_1073,1798.77,Logistics,Vendor_Alpha,Brazil,2026-01-04 14:14:00
USR_1008,1491.38,Consulting,Global_Corp,Singapore,2026-02-14 18:58:00
USR_1054,1811.3,Consulting,Global_Corp,Germany,2026-03-01 14:23:00
USR_1055,2062.24,IT Services,Vendor_Alpha,India,2026-02-24 14:21:00
USR_1060,2021.24,Payroll,Global_Corp,UK,2026-02-25 18:58:00
USR_1021,3197.65,Procurement,Local_Supplies,USA,2026-03-24 01:57:00
USR_1067,1765.26,Payroll,Vendor_Alpha,Germany,2026-03-29 00:27:00
USR_1055,2044.28,Payroll,Local_Supplies,Germany,2026-02-09 07:57:00
USR_1071,2628.62,Payroll,Express_Shipping,Brazil,2026-03-30 21:44:00
USR_1087,2415.48,Logistics,Local_Supplies,USA,2026-02-11 01:10:00
USR_1030,2770.42,Consulting,Express_Shipping,USA,2026-03-28 20:29:00
USR_1030,690.73,Consulting,Vendor_Alpha,Germany,2026-03-09 13:39:00
USR_1024,4203.13,IT Services,Global_Corp,India,2026-01-14 14:01:00
USR_1014,3451.56,Payroll,Vendor_Alpha,UK,2026-03-20 07:15:00
USR_1041,2787.79,Consulting,Express_Shipping,USA,2026-02-17 06:22:00
USR_1075,2734.03,Payroll,Vendor_Alpha,Singapore,2026-03-21 14:10:00
USR_1028,2053.06,Payroll,Vendor_Alpha,UK,2026-01-20 13:51:00
USR_1001,1196.94,Logistics,Local_Supplies,USA,2026-02-20 10:32:00
USR_1086,2946.7,Logistics,Global_Corp,Singapore,2026-01-21 06:21:00
USR_1038,3347.9,Consulting,Vendor_Alpha,India,2026-01-22 08:42:00
USR_1064,2959.0,Payroll,Vendor_Alpha,Brazil,2026-01-09 18:04:00
USR_1056,1720.96,IT Services,Vendor_Alpha,India,2026-01-08 18:18:00
USR_1085,2650.09,Consulting,Global_Corp,Germany,2026-01-04 16:01:00
USR_1015,4031.78,Logistics,Global_Corp,India,2026-01-26 00:24:00
USR_1078,2687.55,Logistics,Global_Corp,India,2026-01-18 12:42:00
USR_1007,3051.39,Procurement,Global_Corp,Singapore,2026-03-26 00:53:00
USR_1058,2018.54,Logistics,Local_Supplies,Germany,2026-01-23 06:41:00
USR_1064,2783.79,Consulting,Local_Supplies,India,2026-03-14 20:35:00
USR_1068,2217.12,Procurement,Global_Corp,Brazil,2026-01-30 17:11:00
USR_1054,1816.81,Logistics,Express_Shipping,USA,2026-03-18 21:09:00
USR_1031,2406.46,Logistics,Local_Supplies,UK,2026-02-16 21:37:00
USR_1070,906.0,Procurement,Local_Supplies,Singapore,2026-02-19 19:35:00
USR_1082,2764.01,Logistics,Local_Supplies,UK,2026-01-19 21:18:00
USR_1099,2970.87,Consulting,Global_Corp,Brazil,2026-03-16 07:12:00
USR_1005,1519.52,IT Services,Global_Corp,Germany,2026-03-22 09:59:00
USR_1098,3118.26,Logistics,Global_Corp,UK,2026-03-09 10:56:00
USR_1025,3521.86,Consulting,Express_Shipping,UK,2026-03-18 22:52:00
USR_1084,2465.89,Logistics,Vendor_Alpha,Singapore,2026-02-16 10:05:00
USR_1024,1378.08,Procurement,Express_Shipping,Brazil,2026-01-30 15:50:00
USR_1056,2201.84,Procurement,Express_Shipping,UK,2026-01-18 02:57:00
USR_1037,3182.3,Payroll,Global_Corp,USA,2026-03-29 23:37:00
USR_1041,2681.24,Procurement,Global_Corp,UK,2026-01-23 07:37:00
USR_1018,1591.61,Procurement,Global_Corp,Germany,2026-02-11 03:20:00
USR_1098,1882.1,Procurement,Local_Supplies,India,2026-01-18 20:38:00
USR_1073,2856.21,IT Services,Global_Corp,Brazil,2026-02-25 13:23:00
USR_1090,2438.38,Logistics,Global_Corp,India,2026-01-03 17:41:00
USR_1051,3383.84,IT Services,Global_Corp,USA,2026-01-24 03:00:00
USR_1021,3820.49,Payroll,Global_Corp,India,2026-02-20 09:19:00
USR_1004,3694.65,Consulting,Express_Shipping,UK,2026-01-24 09:11:00
USR_1074,3213.48,Consulting,Express_Shipping,USA,2026-01-15 18:43:00
USR_1027,2210.07,Payroll,Local_Supplies,USA,2026-02-22 08:43:00
USR_1027,1214.75,IT Services,Local_Supplies,India,2026-01-22 10:28:00
USR_1006,2043.73,Consulting,Global_Corp,Germany,2026-02-26 15:54:00
USR_1041,1357.68,Consulting,Express_Shipping,USA,2026-02-20 03:26:00
USR_1014,2849.18,Procurement,Local_Supplies,USA,2026-01-01 04:57:00
USR_1008,3706.74,Logistics,Express_Shipping,USA,2026-01-12 12:44:00
USR_1072,3857.99,Procurement,Global_Corp,India,2026-03-05 00:13:00
USR_1082,873.78,Payroll,Global_Corp,Brazil,2026-01-12 11:14:00
USR_1003,1722.03,Payroll,Local_Supplies,USA,2026-03-28 00:09:00
USR_1038,2376.11,Procurement,Express_Shipping,India,2026-01-25 14:45:00
USR_1053,3235.35,Procurement,Global_Corp,Germany,2026-01-11 23:48:00
USR_1048,1137.19,Logistics,Express_Shipping,Germany,2026-03-01 05:44:00
USR_1092,2918.35,Procurement,Vendor_Alpha,USA,2026-03-07 11:14:00
USR_1000,2628.99,IT Services,Vendor_Alpha,India,2026-03-08 03:39:00
USR_1004,3543.42,Logistics,Local_Supplies,USA,2026-03-09 00:15:00
USR_1056,3161.73,Procurement,Vendor_Alpha,UK,2026-03-09 03:01:00
USR_1008,412.32,IT Services,Global_Corp,Germany,2026-02-05 14:40:00
USR_1011,3693.84,Consulting,Local_Supplies,India,2026-02-08 14:06:00
USR_1075,1942.81,Consulting,Vendor_Alpha,Brazil,2026-01-30 10:11:00
USR_1071,2243.85,Procurement,Express_Shipping,Germany,2026-01-07 17:14:00
USR_1080,1604.98,Consulting,Local_Supplies,Germany,2026-02-05 06:48:00
USR_1092,3617.17,Procurement,Express_Shipping,USA,2026-02-22 17:01:00
USR_1072,1709.82,Procurement,Global_Corp,India,2026-01-04 15:53:00
USR_1009,3154.06,Payroll,Global_Corp,UK,2026-03-12 14:04:00
USR_1027,2838.73,Payroll,Vendor_Alpha,USA,2026-03-20 16:09:00
USR_1003,2340.34,Payroll,Express_Shipping,USA,2026-02-05 18:55:00
USR_1093,2358.49,Payroll,Express_Shipping,Brazil,2026-03-14 01:06:00
USR_1084,1662.57,Logistics,Local_Supplies,Germany,2026-01-17 14:33:00
USR_1044,2915.82,Logistics,Global_Corp,UK,2026-03-14 08:59:00
USR_1057,1944.06,IT Services,Local_Supplies,Brazil,2026-02-20 12:43:00
USR_1026,4582.51,Payroll,Local_Supplies,USA,2026-03-05 16:23:00
USR_1067,1551.49,Logistics,Local_Supplies,Singapore,2026-03-26 11:55:00
USR_1076,2270.62,Logistics,Express_Shipping,Brazil,2026-02-10 18:33:00
USR_1001,2566.88,Payroll,Vendor_Alpha,Germany,2026-03-24 18:16:00
USR_1009,1677.85,Consulting,Global_Corp,USA,2026-03-18 13:46:00
USR_1088,2234.41,IT Services,Express_Shipping,UK,2026-03-20 03:08:00
USR_1096,2429.29,Procurement,Global_Corp,UK,2026-03-11 00:20:00
USR_1003,2533.9,IT Services,Express_Shipping,Brazil,2026-03-03 05:29:00
USR_1039,1657.21,IT Services,Express_Shipping,Germany,2026-03-31 11:27:00
USR_1027,1959.48,Consulting,Express_Shipping,Germany,2026-03-19 18:26:00
USR_1039,2387.43,Payroll,Global_Corp,USA,2026-02-10 17:29:00
USR_1032,2393.32,Payroll,Local_Supplies,India,2026-03-14 09:00:00
USR_1029,2655.41,Consulting,Vendor_Alpha,Singapore,2026-01-22 19:58:00
USR_1050,1911.94,Logistics,Local_Supplies,Germany,2026-01-26 11:47:00
USR_1033,177.57,Payroll,Global_Corp,Singapore,2026-02-13 01:50:00
USR_1091,4121.22,Logistics,Local_Supplies,USA,2026-01-18 00:37:00
USR_1082,810.32,Payroll,Vendor_Alpha,UK,2026-03-01 15:23:00
USR_1000,1329.4,Consulting,Vendor_Alpha,India,2026-02-18 13:37:00
USR_1061,2707.93,Logistics,Global_Corp,Germany,2026-02-21 13:11:00
USR_1014,1758.52,Logistics,Vendor_Alpha,UK,2026-02-27 04:32:00
USR_1044,2939.89,Consulting,Vendor_Alpha,Brazil,2026-01-31 00:10:00
USR_1073,2290.61,Consulting,Global_Corp,Germany,2026-01-21 07:39:00
USR_1007,2967.91,IT Services,Local_Supplies,Brazil,2026-02-08 21:30:00
USR_1005,2184.82,Consulting,Global_Corp,Germany,2026-02-20 04:37:00
USR_1031,861.31,Payroll,Local_Supplies,UK,2026-01-09 21:20:00
USR_1087,2857.5,Payroll,Local_Supplies,Brazil,2026-03-02 20:20:00
USR_1081,2462.98,Logistics,Express_Shipping,UK,2026-03-17 14:58:00
USR_1006,1568.01,Payroll,Local_Supplies,India,2026-01-22 09:08:00
USR_1056,770.9,Payroll,Express_Shipping,Singapore,2026-01-25 00:05:00
USR_1001,3180.75,Procurement,Vendor_Alpha,Singapore,2026-03-20 12:06:00
USR_1061,465.6,Payroll,Local_Supplies,India,2026-01-17 15:07:00
USR_1023,2162.23,Payroll,Global_Corp,Brazil,2026-01-09 02:42:00
USR_1042,2727.15,Procurement,Vendor_Alpha,India,2026-01-13 03:44:00
USR_1052,2107.4,Payroll,Local_Supplies,Germany,2026-02-26 04:19:00
USR_1070,2391.86,Payroll,Express_Shipping,Germany,2026-03-27 17:31:00
USR_1055,2399.36,Payroll,Local_Supplies,Singapore,2026-03-17 16:20:00
USR_1014,3093.84,Logistics,Local_Supplies,USA,2026-02-10 03:36:00
USR_1000,2973.09,Procurement,Express_Shipping,UK,2026-02-26 16:47:00
USR_1068,2139.9,Logistics,Express_Shipping,Singapore,2026-03-19 16:04:00
USR_1095,2724.64,IT Services,Vendor_Alpha,Singapore,2026-01-09 15:12:00
USR_1007,1870.1,Procurement,Express_Shipping,India,2026-01-24 06:19:00
USR_1015,2431.05,Logistics,Global_Corp,Germany,2026-01-06 01:12:00
USR_1088,2560.25,Consulting,Global_Corp,UK,2026-01-10 02:49:00
USR_1005,1403.58,IT Services,Vendor_Alpha,USA,2026-01-10 16:38:00
USR_1034,2414.53,Procurement,Express_Shipping,India,2026-01-31 08:51:00
USR_1019,3329.46,Procurement,Vendor_Alpha,Germany,2026-03-08 17:37:00
USR_1021,2639.7,IT Services,Express_Shipping,Singapore,2026-03-18 10:52:00
USR_1038,1447.88,Procurement,Express_Shipping,Germany,2026-01-20 21:32:00
USR_1073,2071.41,Procurement,Vendor_Alpha,India,2026-01-11 06:47:00
USR_1030,1696.76,Consulting,Express_Shipping,Singapore,2026-01-16 13:30:00
USR_1060,2199.04,IT Services,Global_Corp,Singapore,2026-01-30 06:13:00
USR_1066,2341.81,Logistics,Local_Supplies,India,2026-03-06 10:55:00
USR_1057,2907.92,IT Services,Local_Supplies,Singapore,2026-01-11 03:58:00
USR_1014,3070.9,Logistics,Vendor_Alpha,Singapore,2026-01-09 11:39:00
USR_1090,2517.58,Logistics,Local_Supplies,USA,2026-01-05 15:38:00
USR_1074,1629.66,Payroll,Express_Shipping,USA,2026-02-01 23:40:00
USR_1056,3264.48,IT Services,Global_Corp,Germany,2026-01-26 20:31:00
USR_1009,3156.74,Procurement,Global_Corp,Brazil,2026-02-17 05:41:00
USR_1043,2636.71,IT Services,Global_Corp,UK,2026-02-20 07:31:00
USR_1070,1427.18,Procurement,Express_Shipping,Brazil,2026-01-19 03:02:00
USR_1044,2113.42,Payroll,Express_Shipping,UK,2026-02-11 19:08:00
USR_1044,1607.2,Logistics,Local_Supplies,India,2026-01-05 00:02:00
USR_1005,2985.54,Logistics,Vendor_Alpha,UK,2026-02-26 04:19:00
USR_1083,2657.11,Procurement,Vendor_Alpha,India,2026-02-17 09:18:00
USR_1055,2637.43,Logistics,Local_Supplies,UK,2026-03-07 06:37:00
USR_1060,1863.65,IT Services,Express_Shipping,USA,2026-03-02 14:14:00
USR_1001,2704.56,Procurement,Global_Corp,Brazil,2026-03-13 17:09:00
USR_1059,4295.07,Consulting,Local_Supplies,India,2026-01-08 11:46:00
USR_1019,1631.04,Procurement,Global_Corp,Germany,2026-02-28 23:13:00
USR_1007,2515.07,Consulting,Global_Corp,Brazil,2026-03-11 16:09:00
USR_1034,1721.21,Consulting,Global_Corp,Brazil,2026-03-13 04:10:00
USR_1071,2736.61,Payroll,Vendor_Alpha,USA,2026-01-08 11:08:00
USR_1055,1161.39,Logistics,Vendor_Alpha,India,2026-02-10 02:07:00
USR_1062,3489.84,Procurement,Local_Supplies,Germany,2026-03-20 20:20:00
USR_1048,2149.59,Payroll,Global_Corp,UK,2026-01-15 21:49:00
USR_1014,2059.04,Payroll,Express_Shipping,Singapore,2026-02-09 15:48:00
USR_1036,2653.53,Procurement,Vendor_Alpha,USA,2026-03-13 18:51:00
USR_1095,3579.03,Procurement,Vendor_Alpha,Germany,2026-02-18 23:06:00
USR_1072,3703.7,Payroll,Vendor_Alpha,Brazil,2026-01-13 15:40:00
USR_1086,2664.04,Procurement,Express_Shipping,USA,2026-01-18 18:15:00
USR_1020,2257.01,Logistics,Global_Corp,Singapore,2026-03-29 20:43:00
USR_1058,2719.34,Procurement,Express_Shipping,India,2026-03-23 00:18:00
USR_1012,2723.98,Procurement,Local_Supplies,USA,2026-01-10 05:55:00
USR_1048,2326.13,Logistics,Global_Corp,UK,2026-03-04 01:46:00
USR_1054,2370.06,Logistics,Express_Shipping,Singapore,2026-02-28 23:59:00
USR_1033,1401.18,Consulting,Global_Corp,UK,2026-02-11 09:50:00
USR_1062,3339.44,Procurement,Global_Corp,Singapore,2026-03-03 09:49:00
USR_1028,3369.45,IT Services,Express_Shipping,Singapore,2026-03-03 14:20:00
USR_1071,1191.5,Payroll,Vendor_Alpha,Brazil,2026-01-12 13:57:00
USR_1094,2088.33,Payroll,Local_Supplies,UK,2026-01-20 12:10:00
USR_1092,2501.59,Procurement,Global_Corp,UK,2026-01-27 03:30:00
USR_1071,3045.63,Procurement,Express_Shipping,Singapore,2026-01-27 02:59:00
USR_1002,2433.75,Procurement,Local_Supplies,UK,2026-03-13 04:50:00
USR_1048,1366.86,Logistics,Vendor_Alpha,Singapore,2026-01-04 08:21:00
USR_1041,3569.75,Consulting,Vendor_Alpha,Singapore,2026-03-29 20:17:00
USR_1065,3050.73,IT Services,Express_Shipping,USA,2026-02-24 02:06:00
USR_1040,1851.17,Payroll,Express_Shipping,Singapore,2026-01-11 04:20:00
USR_1002,2220.07,Procurement,Local_Supplies,Singapore,2026-03-24 06:55:00
USR_1005,1666.76,Payroll,Express_Shipping,Germany,2026-03-18 17:40:00
USR_1041,3510.98,IT Services,Local_Supplies,Brazil,2026-03-01 04:17:00
USR_1032,1818.5,Procurement,Vendor_Alpha,Brazil,2026-01-30 13:50:00
USR_1032,2471.9,Logistics,Express_Shipping,Singapore,2026-01-08 06:24:00
USR_1034,1601.47,Consulting,Express_Shipping,Singapore,2026-03-12 12:36:00
USR_1070,2302.84,Procurement,Local_Supplies,Brazil,2026-03-18 19:25:00
USR_1001,3543.79,IT Services,Global_Corp,Brazil,2026-03-16 07:53:00
USR_1045,2513.29,Procurement,Express_Shipping,India,2026-01-04 01:28:00
USR_1069,1826.05,Logistics,Express_Shipping,Brazil,2026-01-29 12:50:00
USR_1045,2487.01,Payroll,Global_Corp,Singapore,2026-01-13 21:08:00
USR_1071,2101.15,Consulting,Local_Supplies,Brazil,2026-01-16 11:10:00
USR_1067,3413.2,Procurement,Vendor_Alpha,India,2026-01-18 01:36:00
USR_1022,2444.66,IT Services,Global_Corp,Germany,2026-03-06 01:57:00
USR_1037,2304.22,Procurement,Local_Supplies,USA,2026-02-14 03:13:00
USR_1004,2277.62,IT Services,Global_Corp,USA,2026-02-18 08:42:00
USR_1038,3652.03,Procurement,Local_Supplies,UK,2026-03-12 17:24:00
USR_1000,3478.37,IT Services,Vendor_Alpha,Germany,2026-02-07 09:12:00
USR_1064,2237.83,Consulting,Express_Shipping,Germany,2026-03-05 09:35:00
USR_1034,2487.89,Payroll,Express_Shipping,UK,2026-01-19 02:22:00
USR_1076,2772.01,IT Services,Express_Shipping,India,2026-01-16 03:31:00
USR_1009,3274.33,Logistics,Global_Corp,Singapore,2026-01-24 21:18:00
USR_1004,1392.6,Procurement,Vendor_Alpha,Germany,2026-03-01 06:38:00
USR_1092,926.69,IT Services,Vendor_Alpha,Singapore,2026-01-02 17:51:00
USR_1006,2634.8,Logistics,Global_Corp,Brazil,2026-01-21 18:22:00
USR_1042,2162.02,Payroll,Express_Shipping,Singapore,2026-03-25 11:47:00
USR_1069,1265.43,Payroll,Local_Supplies,USA,2026-01-05 17:54:00
USR_1090,598.58,Procurement,Vendor_Alpha,Singapore,2026-02-02 22:38:00
USR_1063,2949.12,Payroll,Express_Shipping,USA,2026-02-01 10:19:00
USR_1021,2240.63,Logistics,Global_Corp,India,2026-01-15 02:45:00
USR_1056,1913.81,Procurement,Express_Shipping,UK,2026-03-16 13:16:00
USR_1003,894.71,IT Services,Local_Supplies,UK,2026-01-24 05:55:00
USR_1081,2432.71,IT Services,Local_Supplies,UK,2026-03-17 16:19:00
USR_1081,2365.15,Payroll,Vendor_Alpha,Brazil,2026-03-24 17:35:00
USR_1035,2554.67,IT Services,Local_Supplies,Brazil,2026-03-24 06:02:00
USR_1069,1526.79,Payroll,Vendor_Alpha,Singapore,2026-03-27 20:53:00
USR_1048,2700.23,Consulting,Express_Shipping,USA,2026-02-10 22:44:00
USR_1050,2056.09,Logistics,Express_Shipping,Germany,2026-01-09 03:42:00
USR_1034,3066.84,Consulting,Global_Corp,India,2026-03-30 18:16:00
USR_1041,2918.79,Consulting,Global_Corp,UK,2026-02-09 14:51:00
USR_1049,2042.18,Consulting,Express_Shipping,UK,2026-02-22 23:00:00
USR_1043,3562.48,Logistics,Local_Supplies,UK,2026-01-12 22:52:00
USR_1014,1439.43,IT Services,Local_Supplies,USA,2026-01-26 01:47:00
USR_1078,1187.85,Consulting,Global_Corp,USA,2026-03-19 13:11:00
USR_1088,1836.7,IT Services,Local_Supplies,USA,2026-01-11 23:39:00
USR_1038,1584.6,Procurement,Vendor_Alpha,UK,2026-02-03 08:33:00
USR_1053,2978.71,Logistics,Express_Shipping,Brazil,2026-02-25 18:25:00
USR_1041,3515.24,Logistics,Vendor_Alpha,Germany,2026-03-26 16:11:00
USR_1030,2819.15,Payroll,Express_Shipping,Germany,2026-03-08 11:16:00
USR_1054,3097.73,Procurement,Local_Supplies,Singapore,2026-03-26 14:23:00
USR_1066,3135.7,Procurement,Express_Shipping,India,2026-01-25 18:20:00
USR_1081,2662.66,Consulting,Global_Corp,Germany,2026-02-01 06:11:00
USR_1073,2282.67,Payroll,Express_Shipping,Brazil,2026-03-02 20:25:00
USR_1037,2939.58,IT Services,Global_Corp,UK,2026-02-05 18:56:00
USR_1048,1304.2,Logistics,Local_Supplies,India,2026-03-14 17:30:00
USR_1072,1439.11,Procurement,Vendor_Alpha,India,2026-03-30 21:20:00
USR_1050,2427.25,Payroll,Local_Supplies,Germany,2026-03-13 19:07:00
USR_1023,3804.27,Payroll,Global_Corp,USA,2026-02-01 10:29:00
USR_1009,2481.05,Procurement,Local_Supplies,USA,2026-02-22 12:57:00
USR_1053,3037.74,Payroll,Vendor_Alpha,UK,2026-02-16 15:13:00
USR_1070,3973.1,Payroll,Global_Corp,Germany,2026-03-05 00:01:00
USR_1027,3318.72,Procurement,Local_Supplies,Germany,2026-03-15 02:43:00
USR_1093,2495.52,Payroll,Global_Corp,India,2026-03-10 01:10:00
USR_1009,3342.13,Payroll,Express_Shipping,Singapore,2026-03-19 17:45:00
USR_1081,2590.54,Consulting,Vendor_Alpha,Germany,2026-02-20 23:32:00
USR_1028,3141.63,Payroll,Global_Corp,Germany,2026-02-19 01:17:00
USR_1046,1961.5,Consulting,Express_Shipping,UK,2026-02-06 23:50:00
USR_1010,2875.55,Procurement,Local_Supplies,Brazil,2026-03-16 18:16:00
USR_1064,2790.41,IT Services,Local_Supplies,Germany,2026-01-19 15:01:00
USR_1095,2416.5,Procurement,Vendor_Alpha,USA,2026-01-31 16:22:00
USR_1018,2552.68,Consulting,Global_Corp,India,2026-03-26 15:01:00
USR_1022,2523.44,Payroll,Global_Corp,USA,2026-02-06 00:30:00
USR_1029,1169.69,IT Services,Vendor_Alpha,UK,2026-02-12 23:16:00
USR_1078,2077.46,IT Services,Global_Corp,Singapore,2026-02-18 15:05:00
USR_1041,1864.24,IT Services,Express_Shipping,Brazil,2026-02-14 23:14:00
USR_1097,2851.19,IT Services,Global_Corp,Singapore,2026-02-03 22:34:00
USR_1038,2941.84,Logistics,Vendor_Alpha,Singapore,2026-03-12 22:48:00
USR_1089,2503.2,Payroll,Vendor_Alpha,USA,2026-01-06 21:18:00
USR_1038,2830.37,IT Services,Global_Corp,Germany,2026-03-18 06:56:00
USR_1034,2230.46,IT Services,Global_Corp,Brazil,2026-02-24 15:25:00
USR_1093,3982.59,Logistics,Vendor_Alpha,UK,2026-03-11 10:57:00
USR_1046,1794.82,Payroll,Local_Supplies,India,2026-01-16 00:00:00
USR_1094,2703.52,Consulting,Express_Shipping,India,2026-01-11 07:24:00
USR_1004,2604.01,Payroll,Express_Shipping,Germany,2026-01-10 11:49:00
USR_1026,1735.36,IT Services,Vendor_Alpha,Germany,2026-03-13 09:44:00
USR_1059,2590.57,Payroll,Local_Supplies,Singapore,2026-02-09 22:40:00
USR_1042,1490.65,IT Services,Vendor_Alpha,India,2026-02-18 16:28:00
USR_1021,3737.18,IT Services,Global_Corp,Brazil,2026-01-22 03:42:00
USR_1078,2438.62,Logistics,Express_Shipping,India,2026-02-11 13:43:00
USR_1084,1655.78,Payroll,Global_Corp,Germany,2026-02-14 20:41:00
USR_1005,2270.36,IT Services,Global_Corp,Brazil,2026-01-17 15:14:00
USR_1062,2688.9,Consulting,Local_Supplies,Germany,2026-03-27 00:40:00
USR_1040,2698.87,Payroll,Global_Corp,Germany,2026-03-06 19:09:00
USR_1093,2804.42,Procurement,Global_Corp,Singapore,2026-03-21 06:13:00
USR_1053,2394.58,Payroll,Local_Supplies,Germany,2026-02-10 03:45:00
USR_1085,1117.06,Consulting,Global_Corp,Germany,2026-01-24 16:15:00
USR_1027,2163.26,Payroll,Local_Supplies,Singapore,2026-03-26 17:04:00
USR_1059,2401.47,Procurement,Vendor_Alpha,Brazil,2026-02-02 02:45:00
USR_1003,1218.88,Procurement,Local_Supplies,UK,2026-02-13 18:15:00
USR_1006,1091.89,IT Services,Express_Shipping,Singapore,2026-02-15 03:23:00
USR_1047,2643.95,IT Services,Vendor_Alpha,USA,2026-02-02 05:29:00
USR_1097,2355.35,Logistics,Global_Corp,Brazil,2026-02-16 17:58:00
USR_1041,2304.51,Procurement,Vendor_Alpha,Brazil,2026-01-16 17:40:00
USR_1002,2293.44,Procurement,Express_Shipping,UK,2026-03-01 00:25:00
USR_1076,2945.52,Payroll,Local_Supplies,UK,2026-01-11 08:58:00
USR_1095,2318.48,Procurement,Vendor_Alpha,UK,2026-01-01 21:09:00
USR_1054,3408.33,Logistics,Express_Shipping,India,2026-02-20 09:49:00
USR_1059,4050.95,IT Services,Local_Supplies,Singapore,2026-01-31 06:04:00
USR_1059,2329.8,Payroll,Global_Corp,Singapore,2026-01-12 10:32:00
USR_1020,3525.69,Logistics,Global_Corp,UK,2026-02-04 21:14:00
USR_1014,3681.08,Logistics,Vendor_Alpha,Singapore,2026-03-18 12:27:00
USR_1069,1959.81,IT Services,Global_Corp,Singapore,2026-02-19 11:30:00
USR_1001,2298.81,Payroll,Vendor_Alpha,USA,2026-03-17 14:33:00
USR_1056,1937.77,Logistics,Global_Corp,Brazil,2026-02-24 10:07:00
USR_1050,3400.3,Logistics,Local_Supplies,Germany,2026-03-30 16:29:00
USR_1008,2260.78,Procurement,Express_Shipping,Brazil,2026-01-15 00:48:00
USR_1015,3243.41,Procurement,Express_Shipping,Germany,2026-02-03 23:01:00
USR_1084,2170.96,Procurement,Local_Supplies,UK,2026-03-23 22:58:00
USR_1080,1943.42,Logistics,Express_Shipping,Singapore,2026-02-15 04:52:00
USR_1097,2790.49,IT Services,Global_Corp,Brazil,2026-02-27 06:58:00
USR_1074,3245.96,Consulting,Global_Corp,Germany,2026-02-19 08:57:00
USR_1090,3232.32,IT Services,Global_Corp,UK,2026-01-12 08:14:00
USR_1060,-3341.91,Logistics,Global_Corp,Brazil,2026-03-20 16:19:00
USR_1076,2038.96,Payroll,Vendor_Alpha,Singapore,2026-01-27 05:23:00
USR_1076,1604.05,Consulting,Global_Corp,USA,2026-02-05 11:38:00
USR_1022,2183.81,IT Services,Express_Shipping,Brazil,2026-01-19 03:41:00
USR_1042,1625.49,Procurement,Local_Supplies,Singapore,2026-02-14 16:14:00
USR_1016,1033.31,Logistics,Vendor_Alpha,Singapore,2026-02-06 21:50:00
USR_1068,3287.04,IT Services,Vendor_Alpha,Germany,2026-01-22 09:52:00
USR_1089,2798.87,Procurement,Local_Supplies,India,2026-02-17 08:47:00
USR_1019,977.33,IT Services,Express_Shipping,Singapore,2026-02-26 10:24:00
USR_1033,1521.77,IT Services,Local_Supplies,Brazil,2026-01-12 03:31:00
USR_1013,1498.21,IT Services,Vendor_Alpha,Germany,2026-02-28 06:27:00
USR_1038,1872.44,Logistics,Express_Shipping,USA,2026-03-30 16:27:00
USR_1078,1540.36,IT Services,Global_Corp,Brazil,2026-01-27 19:56:00
USR_1062,2519.28,Consulting,Local_Supplies,USA,2026-03-28 17:59:00
USR_1077,3368.82,IT Services,Global_Corp,Brazil,2026-01-10 02:38:00
USR_1017,2648.71,IT Services,Express_Shipping,Singapore,2026-03-11 00:55:00
USR_1098,3256.83,Logistics,Express_Shipping,India,2026-02-15 03:43:00
USR_1064,2543.08,Payroll,Local_Supplies,Germany,2026-01-18 09:18:00
USR_1042,2408.8,Logistics,Global_Corp,India,2026-02-26 15:30:00
USR_1052,2414.08,Payroll,Vendor_Alpha,Brazil,2026-01-04 22:53:00
USR_1047,2540.07,Logistics,Express_Shipping,UK,2026-01-27 18:36:00
USR_1088,3963.23,Consulting,Global_Corp,Singapore,2026-01-23 10:05:00
USR_1022,2876.04,Payroll,Vendor_Alpha,Singapore,2026-03-20 04:26:00
USR_1028,3224.39,Procurement,Local_Supplies,India,2026-02-07 17:43:00
USR_1038,2181.33,Procurement,Vendor_Alpha,Germany,2026-03-26 19:49:00
USR_1093,2657.28,IT Services,Global_Corp,USA,2026-03-18 15:35:00
USR_1075,2547.99,IT Services,Vendor_Alpha,Germany,2026-03-21 18:56:00
USR_1086,2962.3,Payroll,Local_Supplies,Brazil,2026-02-19 09:20:00
USR_1048,3267.86,Consulting,Local_Supplies,Germany,2026-01-28 19:31:00
USR_1072,1090.02,IT Services,Global_Corp,Germany,2026-01-09 12:29:00
USR_1094,2764.71,Logistics,Express_Shipping,UK,2026-03-30 09:04:00
USR_1035,2471.36,Logistics,Global_Corp,USA,2026-01-14 20:36:00
USR_1097,1002.53,Procurement,Global_Corp,Germany,2026-01-08 17:08:00
USR_1082,2196.08,Procurement,Global_Corp,USA,2026-02-01 19:15:00
USR_1041,1572.34,Consulting,Express_Shipping,Singapore,2026-01-06 00:49:00
USR_1012,3281.99,IT Services,Local_Supplies,Germany,2026-03-19 12:47:00
USR_1059,1861.52,Payroll,Vendor_Alpha,Brazil,2026-03-08 07:16:00
USR_1046,2347.34,Procurement,Express_Shipping,Brazil,2026-01-03 03:20:00
USR_1047,3471.79,IT Services,Local_Supplies,Singapore,2026-02-26 10:19:00
