Date,Amount,Category,Vendor,Customer
2026-03-28,6569.84,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-01-09,8377.36,Rent,TechLogistics Corp,Public Sector Dept
2026-02-02,5509.25,Professional Fees,Azure Utilities,SmallBiz Inc
2026-03-14,8366.52,Professional Fees,Global Office Ltd,Public Sector Dept
2026-02-16,8374.03,Inventory,Prime Consulting,Retail Giant A
2026-01-14,7265.71,Rent,TechLogistics Corp,Retail Giant A
2026-03-18,8074.42,Professional Fees,Azure Utilities,Retail Giant A
2026-01-13,9363.75,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-29,9572.36,Tax Provision,Prime Consulting,Retail Giant A
2026-03-03,8598.33,Professional Fees,Azure Utilities,Public Sector Dept
2026-01-22,8605.46,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-24,6840.22,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-08,5182.24,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-14,7728.89,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-03-22,6893.59,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-02,6177.14,Professional Fees,Prime Consulting,Direct Consumer
2026-01-16,8839.12,Inventory,Azure Utilities,Retail Giant A
2026-03-25,8799.42,Inventory,TechLogistics Corp,Retail Giant A
2026-02-01,5931.02,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-02-21,8711.82,Inventory,Global Office Ltd,Retail Giant A
2026-01-07,9423.96,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-03-11,8039.62,Tax Provision,Prime Consulting,Public Sector Dept
2026-03-21,8353.07,Tax Provision,Prime Consulting,SmallBiz Inc
2026-02-25,999999.99,Professional Fees,Global Office Ltd,Retail Giant A
2026-03-17,7812.02,Tax Provision,Azure Utilities,Public Sector Dept
2026-02-01,4841.61,Sales Revenue,Prime Consulting,Retail Giant A
2026-01-01,6817.6,Professional Fees,Azure Utilities,Retail Giant A
2026-02-13,11904.79,Rent,TechLogistics Corp,Direct Consumer
2026-01-30,5674.68,Inventory,Prime Consulting,Direct Consumer
2026-03-26,8244.68,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-01-09,5299.28,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-05,6142.31,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-01-16,8915.7,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-01-23,8668.13,Rent,TechLogistics Corp,Direct Consumer
2026-03-22,8481.16,Sales Revenue,Prime Consulting,Direct Consumer
2026-03-30,11484.14,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-16,5766.45,Inventory,Prime Consulting,Retail Giant A
2026-01-04,7650.93,Inventory,Global Office Ltd,Retail Giant A
2026-03-27,6643.37,Professional Fees,Azure Utilities,SmallBiz Inc
2026-03-11,8151.04,Rent,Azure Utilities,Retail Giant A
2026-02-23,5183.95,Sales Revenue,Prime Consulting,Public Sector Dept
2026-02-26,9299.51,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-02-14,8054.68,Inventory,Global Office Ltd,Retail Giant A
2026-01-13,5561.17,Inventory,Global Office Ltd,Retail Giant A
2026-02-10,9690.41,Professional Fees,Prime Consulting,Direct Consumer
2026-01-02,4157.75,Professional Fees,TechLogistics Corp,Direct Consumer
2026-02-06,5008.19,Inventory,Prime Consulting,Direct Consumer
2026-02-05,6900.13,Rent,Prime Consulting,SmallBiz Inc
2026-02-13,8417.25,Rent,TechLogistics Corp,Direct Consumer
2026-01-02,7371.28,Rent,Global Office Ltd,Public Sector Dept
2026-03-09,8967.08,Inventory,Azure Utilities,Public Sector Dept
2026-03-06,10206.88,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-03-11,3628.14,Inventory,Azure Utilities,Retail Giant A
2026-02-26,7693.75,Rent,TechLogistics Corp,Direct Consumer
2026-01-10,7325.01,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-02,10107.15,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-20,5003.62,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-01,8111.13,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-03,5132.05,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-19,6397.88,Rent,Global Office Ltd,SmallBiz Inc
2026-03-23,5841.15,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-03-19,8342.99,Inventory,Azure Utilities,Direct Consumer
2026-03-02,9321.32,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-03-15,9841.95,Tax Provision,Prime Consulting,Direct Consumer
2026-02-18,4994.24,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-01-10,7085.04,Sales Revenue,Prime Consulting,Public Sector Dept
2026-03-05,7664.42,Sales Revenue,Prime Consulting,Public Sector Dept
2026-02-20,6607.75,Rent,Prime Consulting,SmallBiz Inc
2026-03-19,8808.68,Inventory,Azure Utilities,Public Sector Dept
2026-01-14,4907.87,Rent,Global Office Ltd,SmallBiz Inc
2026-03-23,9522.39,Inventory,Prime Consulting,Public Sector Dept
2026-01-03,9732.0,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-14,9736.44,Professional Fees,Azure Utilities,SmallBiz Inc
2026-02-26,10539.33,Inventory,Prime Consulting,Direct Consumer
2026-01-31,7836.75,Rent,Prime Consulting,Retail Giant A
2026-03-15,9185.37,Inventory,Azure Utilities,Public Sector Dept
2026-03-10,5879.52,Inventory,Global Office Ltd,Direct Consumer
2026-03-01,8881.08,Inventory,Global Office Ltd,Direct Consumer
2026-03-13,8964.02,Inventory,Azure Utilities,SmallBiz Inc
2026-02-05,8907.49,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-09,5051.42,Inventory,TechLogistics Corp,SmallBiz Inc
2026-01-02,6635.59,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-06,9046.48,Tax Provision,TechLogistics Corp,Retail Giant A
2026-01-20,6580.93,Tax Provision,Azure Utilities,Retail Giant A
2026-02-07,9248.33,Tax Provision,Global Office Ltd,Direct Consumer
2026-02-12,5741.69,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-10,6027.54,Professional Fees,Azure Utilities,SmallBiz Inc
2026-01-18,9831.34,Rent,Azure Utilities,Public Sector Dept
2026-03-19,6879.89,Professional Fees,Azure Utilities,Public Sector Dept
2026-01-30,12166.51,Professional Fees,Prime Consulting,SmallBiz Inc
2026-01-15,10702.6,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-01-22,10572.74,Rent,TechLogistics Corp,Public Sector Dept
2026-03-29,5056.93,Rent,Azure Utilities,Retail Giant A
2026-01-19,8294.94,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-03,9177.96,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-02-22,6365.6,Inventory,Azure Utilities,SmallBiz Inc
2026-03-09,6368.79,Inventory,TechLogistics Corp,Retail Giant A
2026-02-25,12175.29,Professional Fees,TechLogistics Corp,Retail Giant A
2026-02-24,12111.5,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-02-22,7995.52,Tax Provision,Global Office Ltd,Direct Consumer
2026-03-15,8415.29,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-14,7284.87,Rent,Azure Utilities,Retail Giant A
2026-03-10,8404.36,Tax Provision,Prime Consulting,SmallBiz Inc
2026-03-05,8281.32,Sales Revenue,TechLogistics Corp,TechLogistics Corp
2026-01-31,7134.83,Professional Fees,Azure Utilities,SmallBiz Inc
2026-02-24,7732.04,Inventory,Prime Consulting,SmallBiz Inc
2026-02-11,9834.45,Rent,Global Office Ltd,SmallBiz Inc
2026-03-09,7931.34,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-20,5398.3,Professional Fees,Azure Utilities,Direct Consumer
2026-02-01,10372.97,Tax Provision,Global Office Ltd,Direct Consumer
2026-01-24,8091.51,Sales Revenue,Prime Consulting,Prime Consulting
2026-03-24,9924.82,Inventory,Azure Utilities,Retail Giant A
2026-02-26,9167.27,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-25,8029.43,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-02-04,10861.57,Professional Fees,Prime Consulting,SmallBiz Inc
2026-02-05,5652.59,Inventory,Azure Utilities,Public Sector Dept
2026-01-27,8851.55,Professional Fees,Prime Consulting,Direct Consumer
2026-03-17,6409.16,Inventory,Prime Consulting,SmallBiz Inc
2026-03-10,5220.73,Rent,Global Office Ltd,SmallBiz Inc
2026-02-26,4064.45,Tax Provision,Prime Consulting,Public Sector Dept
2026-02-17,7846.64,Inventory,Global Office Ltd,Public Sector Dept
2026-02-24,7596.74,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-01-06,6427.5,Inventory,TechLogistics Corp,Direct Consumer
2026-01-27,10653.68,Rent,Prime Consulting,Public Sector Dept
2026-03-01,7461.41,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-02-22,6832.74,Inventory,Global Office Ltd,SmallBiz Inc
2026-02-08,9968.0,Tax Provision,Prime Consulting,SmallBiz Inc
2026-02-13,6301.08,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-02-24,11413.9,Rent,TechLogistics Corp,Public Sector Dept
2026-03-17,7941.68,Sales Revenue,Global Office Ltd,Retail Giant A
2026-02-14,6087.24,Professional Fees,Prime Consulting,Retail Giant A
2026-02-01,6054.61,Professional Fees,TechLogistics Corp,TechLogistics Corp
2026-03-31,8386.49,Inventory,Azure Utilities,Direct Consumer
2026-02-22,5457.21,Professional Fees,Azure Utilities,Retail Giant A
2026-01-09,9188.68,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-08,-11064.61,Rent,Global Office Ltd,Public Sector Dept
2026-02-01,10423.35,Rent,Azure Utilities,SmallBiz Inc
2026-03-06,8391.42,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-07,8670.48,Professional Fees,Global Office Ltd,Direct Consumer
2026-03-30,8584.11,Tax Provision,TechLogistics Corp,Direct Consumer
2026-03-13,3403.42,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-03-02,6138.46,Tax Provision,Global Office Ltd,Public Sector Dept
2026-03-05,11119.4,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-19,4935.27,Inventory,TechLogistics Corp,Direct Consumer
2026-03-12,6209.07,Inventory,Prime Consulting,Direct Consumer
2026-03-14,8786.43,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-01,4978.18,Sales Revenue,Azure Utilities,Public Sector Dept
2026-02-27,6278.03,Rent,TechLogistics Corp,Public Sector Dept
2026-03-06,8430.55,Inventory,Global Office Ltd,Direct Consumer
2026-02-20,6397.61,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-12,9104.94,Rent,Prime Consulting,SmallBiz Inc
2026-03-17,10420.53,Professional Fees,Azure Utilities,Retail Giant A
2026-02-16,9380.01,Inventory,Prime Consulting,Public Sector Dept
2026-01-06,8051.42,Tax Provision,Prime Consulting,Direct Consumer
2026-02-18,7975.79,Sales Revenue,Global Office Ltd,Retail Giant A
2026-02-19,5883.46,Tax Provision,Azure Utilities,Public Sector Dept
2026-02-24,10484.62,Rent,TechLogistics Corp,Direct Consumer
2026-01-31,7743.99,Professional Fees,Prime Consulting,SmallBiz Inc
2026-02-23,10701.02,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-03-17,6556.01,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-01-27,5545.53,Professional Fees,Prime Consulting,Retail Giant A
2026-03-05,5508.54,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-13,5585.57,Rent,Prime Consulting,Retail Giant A
2026-02-07,9427.7,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-02-15,7925.65,Tax Provision,Azure Utilities,SmallBiz Inc
2026-01-19,9150.69,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-01,9693.02,Inventory,Prime Consulting,Retail Giant A
2026-01-24,9010.74,Professional Fees,Prime Consulting,Retail Giant A
2026-01-14,9100.91,Inventory,Prime Consulting,SmallBiz Inc
2026-01-29,10195.84,Tax Provision,TechLogistics Corp,Public Sector Dept
2026-02-27,6423.13,Professional Fees,Global Office Ltd,Public Sector Dept
2026-01-27,6887.48,Rent,Global Office Ltd,SmallBiz Inc
2026-03-19,7238.8,Inventory,Prime Consulting,Public Sector Dept
2026-02-28,8255.79,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-02-07,6311.0,Professional Fees,Azure Utilities,Direct Consumer
2026-03-16,11664.44,Tax Provision,TechLogistics Corp,SmallBiz Inc
2026-01-03,9380.31,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-01,9362.48,Rent,Global Office Ltd,SmallBiz Inc
2026-02-20,10412.61,Tax Provision,Global Office Ltd,Direct Consumer
2026-02-11,7579.07,Tax Provision,TechLogistics Corp,Direct Consumer
2026-03-20,6572.48,Inventory,TechLogistics Corp,Public Sector Dept
2026-03-06,9015.5,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-01-16,4566.8,Rent,Global Office Ltd,Direct Consumer
2026-01-15,7457.62,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-03,8995.0,Inventory,Global Office Ltd,Direct Consumer
2026-02-14,9627.79,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-04,6637.49,Tax Provision,Azure Utilities,Retail Giant A
2026-03-26,9214.29,Inventory,TechLogistics Corp,SmallBiz Inc
2026-03-30,9513.45,Inventory,Global Office Ltd,Retail Giant A
2026-03-21,8160.87,Inventory,Azure Utilities,SmallBiz Inc
2026-03-22,9949.8,Inventory,Azure Utilities,SmallBiz Inc
2026-02-04,5497.04,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-26,9434.18,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-18,11542.61,Rent,Azure Utilities,Public Sector Dept
2026-03-01,2766.18,Tax Provision,Azure Utilities,Public Sector Dept
2026-03-13,10087.92,Rent,Global Office Ltd,Direct Consumer
2026-03-12,7249.94,Sales Revenue,Prime Consulting,Retail Giant A
2026-02-07,9779.27,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-02-14,8458.47,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-24,7515.87,Tax Provision,Azure Utilities,Direct Consumer
2026-03-10,10159.49,Rent,TechLogistics Corp,Public Sector Dept
2026-03-19,9487.73,Tax Provision,Global Office Ltd,Direct Consumer
2026-02-27,9076.95,Sales Revenue,Azure Utilities,Direct Consumer
2026-01-08,9031.43,Tax Provision,Azure Utilities,SmallBiz Inc
2026-03-18,10115.25,Professional Fees,TechLogistics Corp,Retail Giant A
2026-01-26,10515.28,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-21,12524.42,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-16,2560.83,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-03-17,5545.29,Sales Revenue,Azure Utilities,Direct Consumer
2026-03-09,10329.2,Inventory,Prime Consulting,Public Sector Dept
2026-01-31,9533.78,Tax Provision,Prime Consulting,Retail Giant A
2026-03-23,4244.4,Rent,Prime Consulting,Direct Consumer
2026-02-04,12752.31,Professional Fees,Azure Utilities,Public Sector Dept
2026-03-08,5611.97,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-01-26,9122.53,Professional Fees,Prime Consulting,SmallBiz Inc
2026-01-31,7893.05,Professional Fees,Prime Consulting,Public Sector Dept
2026-03-29,8739.58,Professional Fees,Global Office Ltd,Public Sector Dept
2026-02-16,8308.57,Professional Fees,Prime Consulting,Retail Giant A
2026-02-28,6071.38,Tax Provision,Global Office Ltd,Retail Giant A
2026-01-04,6812.96,Inventory,TechLogistics Corp,Retail Giant A
2026-02-27,8689.8,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-09,10823.17,Professional Fees,Prime Consulting,Retail Giant A
2026-03-19,9054.0,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-13,10268.84,Tax Provision,Global Office Ltd,Retail Giant A
2026-01-13,4933.26,Inventory,Global Office Ltd,Retail Giant A
2026-01-21,7156.37,Rent,Global Office Ltd,SmallBiz Inc
2026-03-15,7693.37,Professional Fees,Global Office Ltd,Direct Consumer
2026-02-19,6909.33,Rent,Prime Consulting,Public Sector Dept
2026-01-30,8739.31,Tax Provision,Azure Utilities,SmallBiz Inc
2026-02-19,8101.13,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-09,8191.95,Tax Provision,Azure Utilities,SmallBiz Inc
2026-02-25,13333.39,Rent,TechLogistics Corp,Public Sector Dept
2026-03-02,11769.26,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-02-06,6142.5,Rent,TechLogistics Corp,TechLogistics Corp
2026-02-22,10633.53,Sales Revenue,Prime Consulting,Direct Consumer
2026-02-28,7367.39,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-02-04,9426.9,Rent,Global Office Ltd,Public Sector Dept
2026-03-25,9815.57,Inventory,TechLogistics Corp,Direct Consumer
2026-01-25,11492.74,Sales Revenue,Azure Utilities,Direct Consumer
2026-02-07,10068.24,Rent,TechLogistics Corp,Retail Giant A
2026-02-21,7655.86,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-03,6681.29,Inventory,Global Office Ltd,SmallBiz Inc
2026-03-05,6139.05,Sales Revenue,Prime Consulting,Retail Giant A
2026-02-02,-8500.12,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-08,4909.25,Inventory,Prime Consulting,SmallBiz Inc
2026-03-12,6472.04,Sales Revenue,Global Office Ltd,Global Office Ltd
2026-03-17,10363.26,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-02-08,6557.53,Rent,TechLogistics Corp,SmallBiz Inc
2026-03-20,9568.43,Sales Revenue,Global Office Ltd,Retail Giant A
2026-02-07,8224.5,Rent,Global Office Ltd,Public Sector Dept
2026-01-28,7579.35,Tax Provision,TechLogistics Corp,Direct Consumer
2026-01-10,8274.41,Inventory,Azure Utilities,Retail Giant A
2026-01-13,3418.44,Tax Provision,Prime Consulting,Retail Giant A
2026-03-19,8430.76,Inventory,Azure Utilities,Direct Consumer
2026-03-05,8731.19,Rent,TechLogistics Corp,Retail Giant A
2026-02-05,7970.75,Inventory,Azure Utilities,SmallBiz Inc
2026-02-14,6735.67,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-25,7028.13,Tax Provision,Global Office Ltd,Direct Consumer
2026-03-12,6540.37,Sales Revenue,Global Office Ltd,Direct Consumer
2026-02-06,6321.32,Inventory,Azure Utilities,Direct Consumer
2026-01-09,8045.59,Professional Fees,Azure Utilities,Public Sector Dept
2026-02-20,11994.42,Professional Fees,Azure Utilities,Retail Giant A
2026-03-12,6348.99,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-02-01,5969.23,Rent,Global Office Ltd,Direct Consumer
2026-02-27,9021.97,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-02-17,2887.57,Professional Fees,Azure Utilities,Direct Consumer
2026-01-31,10928.42,Rent,TechLogistics Corp,Retail Giant A
2026-01-16,11356.14,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-03-04,13068.7,Professional Fees,Global Office Ltd,SmallBiz Inc
2026-02-25,10492.52,Rent,Azure Utilities,SmallBiz Inc
2026-03-22,8600.49,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-30,8262.4,Sales Revenue,Prime Consulting,Retail Giant A
2026-03-29,9602.46,Professional Fees,Prime Consulting,Retail Giant A
2026-03-06,8766.29,Tax Provision,Azure Utilities,Retail Giant A
2026-02-04,9746.92,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-02-16,9265.09,Inventory,Global Office Ltd,Global Office Ltd
2026-03-30,6860.89,Inventory,TechLogistics Corp,Retail Giant A
2026-02-11,6418.27,Professional Fees,TechLogistics Corp,Direct Consumer
2026-01-31,5859.16,Rent,Prime Consulting,SmallBiz Inc
2026-02-06,6628.65,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-23,9490.52,Sales Revenue,Global Office Ltd,Retail Giant A
2026-01-01,5231.78,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-03-15,8755.21,Rent,Global Office Ltd,Direct Consumer
2026-01-25,7903.52,Professional Fees,TechLogistics Corp,SmallBiz Inc
2026-03-12,8993.95,Inventory,Global Office Ltd,Retail Giant A
2026-03-12,6296.9,Inventory,Global Office Ltd,SmallBiz Inc
2026-02-13,8751.09,Professional Fees,TechLogistics Corp,Retail Giant A
2026-02-04,5463.7,Professional Fees,Prime Consulting,Retail Giant A
2026-01-07,4523.38,Professional Fees,Global Office Ltd,Direct Consumer
2026-01-02,7277.47,Rent,Azure Utilities,Direct Consumer
2026-03-18,6935.45,Rent,TechLogistics Corp,Direct Consumer
2026-02-24,6321.93,Professional Fees,Prime Consulting,Retail Giant A
2026-01-05,6361.14,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-02-03,11989.26,Tax Provision,Azure Utilities,Direct Consumer
2026-02-03,5755.98,Tax Provision,Global Office Ltd,Retail Giant A
2026-03-30,7125.48,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-02-18,10121.96,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-03-18,4027.42,Tax Provision,Prime Consulting,Public Sector Dept
2026-02-13,6982.44,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-03-06,8250.31,Rent,Prime Consulting,SmallBiz Inc
2026-03-12,5171.55,Rent,TechLogistics Corp,Direct Consumer
2026-03-19,6802.11,Professional Fees,Global Office Ltd,Public Sector Dept
2026-03-16,5242.55,Professional Fees,Global Office Ltd,Direct Consumer
2026-03-19,8188.96,Rent,Global Office Ltd,Public Sector Dept
2026-02-05,4567.29,Professional Fees,TechLogistics Corp,Public Sector Dept
2026-03-06,10612.2,Sales Revenue,TechLogistics Corp,Retail Giant A
2026-03-10,9239.6,Tax Provision,Azure Utilities,Retail Giant A
2026-01-28,7371.22,Rent,Global Office Ltd,SmallBiz Inc
2026-03-17,6783.74,Tax Provision,Global Office Ltd,Direct Consumer
2026-01-04,7619.49,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-18,6529.86,Rent,Prime Consulting,Public Sector Dept
2026-03-08,9329.85,Inventory,Global Office Ltd,SmallBiz Inc
2026-01-04,11810.97,Inventory,TechLogistics Corp,Public Sector Dept
2026-02-11,7772.77,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-01-29,6043.31,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-01-12,9401.89,Sales Revenue,Azure Utilities,Retail Giant A
2026-02-18,9768.73,Sales Revenue,Prime Consulting,Public Sector Dept
2026-01-24,10145.96,Inventory,Azure Utilities,Retail Giant A
2026-01-26,5829.46,Professional Fees,Prime Consulting,Direct Consumer
2026-03-13,6843.09,Rent,Azure Utilities,Direct Consumer
2026-03-29,-5747.92,Tax Provision,Global Office Ltd,Public Sector Dept
2026-01-05,7326.25,Tax Provision,Prime Consulting,Retail Giant A
2026-03-20,7447.44,Rent,Prime Consulting,Public Sector Dept
2026-02-15,6675.23,Inventory,Azure Utilities,SmallBiz Inc
2026-01-08,11315.94,Inventory,Prime Consulting,SmallBiz Inc
2026-03-28,7891.18,Tax Provision,Azure Utilities,SmallBiz Inc
2026-03-19,10415.0,Sales Revenue,Global Office Ltd,Retail Giant A
2026-03-09,9891.23,Tax Provision,Azure Utilities,Direct Consumer
2026-01-09,6265.39,Tax Provision,Prime Consulting,Retail Giant A
2026-02-20,7343.58,Inventory,Global Office Ltd,Retail Giant A
2026-03-21,6248.64,Professional Fees,Prime Consulting,Public Sector Dept
2026-02-13,11133.03,Professional Fees,Global Office Ltd,Retail Giant A
2026-02-04,7052.35,Inventory,Azure Utilities,Public Sector Dept
2026-03-18,5103.32,Professional Fees,Prime Consulting,SmallBiz Inc
2026-03-22,5890.43,Professional Fees,Prime Consulting,Public Sector Dept
2026-01-25,10313.58,Rent,Global Office Ltd,Public Sector Dept
2026-03-31,6462.73,Sales Revenue,Azure Utilities,Retail Giant A
2026-03-05,7980.83,Inventory,Azure Utilities,Retail Giant A
2026-03-05,8274.03,Sales Revenue,TechLogistics Corp,Public Sector Dept
2026-01-22,6744.96,Tax Provision,Prime Consulting,Retail Giant A
2026-01-22,8053.63,Rent,Prime Consulting,Public Sector Dept
2026-01-30,7520.82,Sales Revenue,Global Office Ltd,Global Office Ltd
2026-03-12,-8332.55,Rent,Global Office Ltd,Retail Giant A
2026-03-28,8610.48,Tax Provision,Global Office Ltd,Retail Giant A
2026-02-21,8938.14,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-15,6475.07,Inventory,TechLogistics Corp,Public Sector Dept
2026-01-08,9970.22,Tax Provision,TechLogistics Corp,Retail Giant A
2026-03-10,10380.8,Tax Provision,TechLogistics Corp,Retail Giant A
2026-02-06,8283.91,Inventory,TechLogistics Corp,Retail Giant A
2026-02-13,8057.13,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-03-29,4870.85,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-02,7662.34,Rent,Azure Utilities,SmallBiz Inc
2026-03-26,4106.83,Rent,Prime Consulting,SmallBiz Inc
2026-02-26,7078.72,Inventory,Azure Utilities,Public Sector Dept
2026-02-28,8348.7,Professional Fees,Global Office Ltd,Retail Giant A
2026-01-21,9311.0,Tax Provision,Global Office Ltd,Public Sector Dept
2026-02-23,4912.07,Rent,Global Office Ltd,Direct Consumer
2026-03-08,9678.57,Rent,Prime Consulting,SmallBiz Inc
2026-01-31,10144.38,Professional Fees,Prime Consulting,SmallBiz Inc
2026-03-19,8398.38,Rent,Azure Utilities,Direct Consumer
2026-01-11,8227.3,Rent,Global Office Ltd,Retail Giant A
2026-02-15,7735.3,Inventory,Prime Consulting,SmallBiz Inc
2026-01-14,11525.54,Professional Fees,Prime Consulting,SmallBiz Inc
2026-02-16,10668.57,Professional Fees,Global Office Ltd,Direct Consumer
2026-02-17,6075.3,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-03-15,7708.87,Sales Revenue,Prime Consulting,Public Sector Dept
2026-03-13,8485.94,Inventory,TechLogistics Corp,Direct Consumer
2026-02-03,6934.93,Rent,TechLogistics Corp,Direct Consumer
2026-03-21,7026.59,Rent,Azure Utilities,Public Sector Dept
2026-01-08,10220.27,Rent,Prime Consulting,Direct Consumer
2026-02-28,6309.25,Rent,Prime Consulting,Direct Consumer
2026-03-13,5295.72,Rent,TechLogistics Corp,SmallBiz Inc
2026-02-01,7412.68,Rent,Prime Consulting,Public Sector Dept
2026-02-28,8734.19,Sales Revenue,Prime Consulting,SmallBiz Inc
2026-01-05,8304.29,Tax Provision,Global Office Ltd,SmallBiz Inc
2026-03-12,12181.77,Inventory,TechLogistics Corp,Retail Giant A
2026-02-17,7536.75,Sales Revenue,Azure Utilities,SmallBiz Inc
2026-01-02,10756.57,Rent,TechLogistics Corp,Public Sector Dept
2026-03-31,7893.99,Sales Revenue,TechLogistics Corp,SmallBiz Inc
2026-02-06,7117.01,Inventory,TechLogistics Corp,Direct Consumer
2026-03-12,11425.4,Tax Provision,Prime Consulting,Retail Giant A
2026-03-30,5485.25,Tax Provision,Prime Consulting,SmallBiz Inc
2026-02-01,7791.08,Sales Revenue,Azure Utilities,Retail Giant A
2026-03-06,5293.76,Sales Revenue,Global Office Ltd,SmallBiz Inc
2026-01-06,8215.31,Tax Provision,Prime Consulting,Public Sector Dept
2026-02-22,8843.24,Tax Provision,TechLogistics Corp,Direct Consumer
2026-02-19,7620.11,Sales Revenue,Global Office Ltd,Public Sector Dept
2026-03-14,5879.49,Rent,Prime Consulting,Retail Giant A
2026-03-12,10599.99,Sales Revenue,TechLogistics Corp,Direct Consumer
2026-01-18,9072.36,Tax Provision,Azure Utilities,Retail Giant A
